,Bal,Brick,Dist,District,Floor,Kitsp,Lat,Link,Livesp,Lon,Metrdist,New,Nfloors,Price,Price_duplicate,Rem,Rooms,Small_district,Stname,Tel,Totsp,Walk
13389,1,,185.616398766,8,3,22.0,55.779585,http://www.cian.ru/rent/flat/151486899/,,37.471695,,,5,32000.0,32000.0,евроремонт,1,,,0,32.0,
13390,1,,395.949523843,4,10,56.0,55.704509,http://www.cian.ru/rent/flat/149967881/,14.0,37.76813,2,,18,70000.0,70000.0,евроремонт,3,,Кузьминки,0,90.0,1
13391,1,,1585.15960924,6,12,20.0,55.543903,http://www.cian.ru/rent/flat/151535426/,,37.54983,5,,14,27000.0,27000.0,косметический,1,,Улица Скобелевская,0,40.0,1
13392,1,,314.212040883,4,8,28.0,55.71518,http://www.cian.ru/rent/flat/151425245/,,37.796104,4,,24,50000.0,50000.0,евроремонт,2,,Рязанский проспект,0,50.0,1
13393,1,1,487.478792497,7,4,44.0,55.817835,http://www.cian.ru/rent/flat/151589659/,16.0,37.464823,10,1,18,75000.0,75000.0,евроремонт,2,Покровское-Стрешнево,Щукинская,0,100.0,1
13394,0,0,690.69179202,6,6,30.0,55.665675,http://www.cian.ru/rent/flat/151489028/,,37.56945,10,1,9,43000.0,43000.0,евроремонт,2,Черёмушки,Новые Черемушки,0,45.0,1
13395,1,0,725.322282697,8,4,34.0,55.847664,http://www.cian.ru/rent/flat/150876444/,10.0,37.370643,8,1,25,42000.0,42000.0,евроремонт,2,Митино,Митино,0,60.0,1
13396,0,,147.044668886,1,36,80.0,55.774664,http://www.cian.ru/rent/flat/151392556/,15.0,37.54595,3,1,37,120000.0,120000.0,дизайнерский,3,,Беговая,0,100.0,1
13397,1,0,380.58519325,4,9,29.0,55.706518,http://www.cian.ru/rent/flat/151483494/,,37.826305,15,,9,35000.0,35000.0,косметический,2,Выхино-Жулебино,Выхино,0,45.0,1
13398,1,0,703.396344577,7,7,59.0,55.844925,http://www.cian.ru/rent/flat/150864585/,,37.367688,5,,25,50000.0,50000.0,евроремонт,2,Митино,Митино,0,72.7,1
13399,1,1,546.562459063,6,4,30.0,55.684736,http://www.cian.ru/rent/flat/148891514/,,37.571031,4,1,8,43000.0,43000.0,косметический,2,Академический,Академическая,0,60.0,1
13400,1,0,264.184935138,4,2,30.0,55.721691,http://www.cian.ru/rent/flat/150370549/,,37.735952,15,,5,30000.0,30000.0,косметический,2,Текстильщики,Текстильщики,0,45.0,1
13401,0,1,861.6524176,5,1,34.0,55.64288,http://www.cian.ru/rent/flat/151180612/,,37.607718,3,,5,33000.0,33000.0,косметический,2,Нагорный,Чертановская,0,47.0,1
13402,1,0,1353.98199711,6,2,21.0,55.576004,http://www.cian.ru/rent/flat/150294099/,,37.570222,10,,12,26000.0,26000.0,,1,Северное Бутово,Бульвар Дмитрия Донского,0,40.0,1
13403,1,0,785.644616021,4,7,35.0,55.65304,http://www.cian.ru/rent/flat/151460549/,12.0,37.772065,19,,9,45000.0,45000.0,дизайнерский,2,Марьино,Братиславская,0,62.0,1
13404,0,1,89.0564552082,0,8,104.0,55.767251,http://www.cian.ru/rent/flat/28679196/,18.0,37.584478,9,,15,300000.0,300000.0,евроремонт,6,Пресненский,Баррикадная,0,170.0,1
13405,1,0,529.267780792,3,8,44.0,55.823095,http://www.cian.ru/rent/flat/151031875/,,37.828569,15,1,9,40000.0,40000.0,косметический,3,Гольяново,Щелковская,0,60.0,1
13406,1,1,903.872942704,1,7,21.0,55.86989,http://www.cian.ru/rent/flat/151458641/,10.0,37.529519,11,1,17,30000.0,30000.0,косметический,1,Западное Дегунино,Речной вокзал,0,38.0,0
13407,1,0,582.577878754,4,14,24.0,55.679986,http://www.cian.ru/rent/flat/151554259/,,37.76795,8,,14,35000.0,35000.0,косметический,2,Люблино,Люблино,0,41.0,1
13408,1,0,739.732792659,1,3,20.0,55.849463,http://www.cian.ru/rent/flat/151371888/,10.0,37.514904,15,,16,38000.0,38000.0,евроремонт,1,Головинский,Водный стадион,0,40.0,1
13409,1,1,394.162934426,1,6,36.0,55.806059,http://www.cian.ru/rent/flat/151391472/,10.0,37.559308,17,,6,45000.0,45000.0,косметический,2,Тимирязевский,Дмитровская,0,56.0,1
13410,1,1,389.044997847,4,3,34.0,55.705412,http://www.cian.ru/rent/flat/151354449/,,37.682952,3,,5,47000.0,47000.0,косметический,2,Южнопортовый,Кожуховская,0,62.0,1
13411,1,1,716.586667602,1,7,27.0,55.846573,http://www.cian.ru/rent/flat/150954979/,,37.482376,9,1,12,38000.0,38000.0,косметический,2,Головинский,Водный стадион,0,42.0,1
13412,0,0,1036.69905954,5,3,19.0,55.61932,http://www.cian.ru/rent/flat/151412215/,,37.586024,19,1,9,37000.0,37000.0,евроремонт,1,Чертаново Центральное,Пражская,0,36.0,1
13413,0,0,730.744546826,6,1,30.0,55.660353,http://www.cian.ru/rent/flat/151589471/,,37.586769,10,,5,38000.0,38000.0,косметический,2,Зюзино,Каховская,0,45.0,1
13414,1,1,542.896631585,6,5,36.0,55.685219,http://www.cian.ru/rent/flat/151283155/,10.0,37.546147,17,1,14,50000.0,50000.0,косметический,2,Гагаринский,Университет,0,65.0,1
13415,1,0,611.040448672,7,4,37.0,55.833364,http://www.cian.ru/rent/flat/151161837/,11.0,37.351491,15,1,17,25000.0,25000.0,косметический,2,Митино,Митино,0,54.0,0
13416,1,0,1124.77646925,5,8,28.0,55.607377,http://www.cian.ru/rent/flat/151493834/,,37.712749,6,,9,35000.0,35000.0,косметический,2,Орехово-Борисово Южное,Домодедовская,0,44.0,1
13417,1,1,70.1392844495,3,4,30.0,55.746806,http://www.cian.ru/rent/flat/151564194/,,37.762246,15,,5,30000.0,30000.0,косметический,2,Перово,Перово,0,46.0,1
13418,1,1,317.432551219,1,5,19.0,55.796344,http://www.cian.ru/rent/flat/150658732/,,37.506559,10,,12,40000.0,40000.0,косметический,1,Сокол,Сокол,0,39.0,1
13419,1,0,2055.22459126,9,3,,55.477041,http://www.cian.ru/rent/flat/149043951/,,37.544009,20,,5,28000.0,28000.0,,3,поселение Рязановское,Аннино,0,50.0,0
13420,1,1,134.203686736,0,6,100.0,55.773024,http://www.cian.ru/rent/flat/149831309/,,37.612829,4,,7,180000.0,180000.0,евроремонт,4,Тверской,Цветной бульвар,0,165.0,1
13421,0,1,397.683125866,7,31,90.0,55.806504,http://www.cian.ru/rent/flat/150282030/,12.0,37.449866,10,1,40,125000.0,125000.0,дизайнерский,4,Щукино,Щукинская,0,120.0,1
13422,1,0,599.431142224,1,9,45.0,55.831908,http://www.cian.ru/rent/flat/151432069/,14.0,37.50354,7,,17,55000.0,55000.0,евроремонт,2,Войковский,Войковская,0,65.0,0
13423,1,0,102.559915749,3,17,19.0,55.742625,http://www.cian.ru/rent/flat/151162638/,7.3,37.872999,10,1,17,26000.0,26000.0,косметический,1,Новокосино,Новокосино,0,38.0,1
13424,1,1,559.275554753,1,5,30.0,55.826867,http://www.cian.ru/rent/flat/151609385/,,37.494288,3,,5,38000.0,38000.0,косметический,2,Войковский,Балтийская,0,43.0,1
13425,1,0,459.788362629,3,3,20.0,55.814345,http://www.cian.ru/rent/flat/150980823/,,37.80992,13,,5,27000.0,27000.0,косметический,1,Гольяново,Щелковская,0,33.0,1
13426,1,0,856.111968891,4,5,32.0,55.643622,http://www.cian.ru/rent/flat/151530368/,10.0,37.709865,15,,14,35000.0,35000.0,,2,Марьино,Марьино,0,51.0,1
13427,1,0,799.319333058,2,6,29.0,55.856892,http://www.cian.ru/rent/flat/151299402/,,37.617536,15,,14,35000.0,35000.0,,2,Отрадное,Отрадное,0,56.0,1
13428,1,0,423.773875141,4,2,34.0,55.700867,http://www.cian.ru/rent/flat/151268766/,10.0,37.928704,15,,17,35000.0,35000.0,евроремонт,2,Некрасовка,Лермонтовский проспект,0,64.0,0
13429,1,1,1198.71976208,2,22,61.0,55.9063,http://www.cian.ru/rent/flat/151576704/,,37.54816,5,1,24,65000.0,65000.0,дизайнерский,3,Лианозово,Алтуфьево,0,90.0,0
13430,0,1,164.382993953,0,5,34.0,55.776877,http://www.cian.ru/rent/flat/19436302/,,37.659371,4,,9,,~ 129 831 руб,,2,Красносельский,Комсомольская,0,55.0,1
13431,1,1,460.073845396,3,15,20.0,55.814381,http://www.cian.ru/rent/flat/151424367/,,37.818472,12,1,16,30000.0,30000.0,косметический,1,Гольяново,Щелковская,0,35.0,1
13432,1,0,491.05925436,3,5,11.0,55.818286,http://www.cian.ru/rent/flat/151479327/,11.0,37.8032,10,1,5,35000.0,35000.0,косметический,2,Гольяново,Щелковская,0,42.0,1
13433,1,0,534.539770762,3,12,19.0,55.823758,http://www.cian.ru/rent/flat/150893492/,,37.831991,8,1,16,21500.0,21500.0,косметический,1,Гольяново,Щелковская,0,38.0,0
13434,1,0,124.76523613,0,3,70.0,55.771818,http://www.cian.ru/rent/flat/150607531/,,37.636491,10,1,9,110000.0,110000.0,евроремонт,4,Красносельский,Цветной бульвар,0,80.0,1
13435,0,0,533.72862751,1,3,20.0,55.823656,http://www.cian.ru/rent/flat/151125401/,,37.5084,7,1,17,39000.0,39000.0,евроремонт,1,Войковский,Войковская,0,38.0,1
13436,0,1,228.743730692,7,12,33.0,55.785078,http://www.cian.ru/rent/flat/151184574/,25.0,37.464886,21,1,19,80000.0,80000.0,дизайнерский,2,Хорошёво-Мнёвники,Октябрьское поле,0,70.0,1
13437,1,0,369.685240973,7,7,34.0,55.802963,http://www.cian.ru/rent/flat/150206796/,,37.40301,1,,22,50000.0,50000.0,евроремонт,2,Строгино,Строгино,0,58.0,1
13438,1,0,899.594284986,1,2,32.0,55.869359,http://www.cian.ru/rent/flat/151486049/,,37.527633,7,,16,30000.0,30000.0,косметический,2,Западное Дегунино,Петровско-Разумовская,0,54.0,0
13439,1,0,863.190650538,1,12,20.0,55.864838,http://www.cian.ru/rent/flat/150875440/,,37.561877,7,,17,35000.0,35000.0,евроремонт,1,Бескудниковский,Петровско-Разумовская,0,40.0,0
13440,1,0,980.952833275,5,17,49.0,55.626848,http://www.cian.ru/rent/flat/151511991/,10.0,37.612281,6,1,17,47000.0,47000.0,косметический,3,Чертаново Северное,Южная,0,78.0,1
13441,1,0,803.334229485,8,3,19.0,55.857392,http://www.cian.ru/rent/flat/151353672/,,37.416889,19,,5,30000.0,30000.0,косметический,1,Северное Тушино,Планерная,0,32.0,1
13442,1,0,991.733643309,5,9,48.0,55.625394,http://www.cian.ru/rent/flat/150333318/,,37.609425,3,1,12,45000.0,45000.0,косметический,3,Чертаново Северное,Южная,0,65.0,1
13443,1,0,737.914048986,2,11,74.0,55.849236,http://www.cian.ru/rent/flat/149810018/,12.5,37.651601,5,,17,100000.0,100000.0,,4,Свиблово,Свиблово,0,125.0,1
13444,1,1,522.399732928,6,9,24.0,55.687918,http://www.cian.ru/rent/flat/150867203/,,37.599956,15,1,9,50000.0,50000.0,евроремонт,2,Котловка,Ленинский проспект,0,38.0,1
13445,1,1,310.848421818,7,5,29.0,55.795509,http://www.cian.ru/rent/flat/151245652/,,37.455759,24,,5,40000.0,40000.0,евроремонт,2,Щукино,Щукинская,0,45.0,1
13446,0,0,416.827138887,7,8,56.0,55.808923,http://www.cian.ru/rent/flat/150816455/,12.0,37.462317,1,1,22,90000.0,90000.0,евроремонт,4,Щукино,Щукинская,0,94.0,1
13447,1,,219.119289678,7,4,15.0,55.783853,http://www.cian.ru/rent/flat/151421282/,12.0,37.470922,20,,20,52000.0,52000.0,евроремонт,1,,Полежаевская,0,40.0,1
13448,0,1,155.927735343,0,2,62.0,55.775798,http://www.cian.ru/rent/flat/149582071/,10.0,37.59692,8,1,7,115000.0,115000.0,евроремонт,4,Тверской,Новослободская,0,90.0,1
13449,0,0,1148.1820485,6,4,24.0,55.604193,http://www.cian.ru/rent/flat/151381692/,,37.521291,,,9,26000.0,26000.0,косметический,1,Ясенево,,0,33.0,
13450,1,0,724.022243504,6,2,27.0,55.661247,http://www.cian.ru/rent/flat/150893017/,,37.574139,15,,9,35000.0,35000.0,,2,Черёмушки,Новые Черемушки,0,43.0,1
13451,1,0,878.748602794,5,5,21.0,55.640589,http://www.cian.ru/rent/flat/151572090/,,37.770573,13,1,17,30000.0,30000.0,косметический,1,Братеево,Алма-Атинская,0,38.0,1
13452,0,0,821.351996435,7,6,20.0,55.859635,http://www.cian.ru/rent/flat/151217775/,,37.420922,12,1,9,30000.0,30000.0,косметический,1,Северное Тушино,Планерная,0,33.0,1
13453,1,0,233.160446451,0,6,134.0,55.78564,http://www.cian.ru/rent/flat/149468159/,20.0,37.633266,6,,10,300000.0,300000.0,,5,Мещанский,Проспект Мира,0,190.0,1
13454,1,0,27.4049907263,4,17,38.0,55.752308,http://www.cian.ru/rent/flat/150968552/,,37.71442,3,1,17,75000.0,75000.0,евроремонт,3,Лефортово,Авиамоторная,0,78.0,1
13455,1,1,33.1656415701,0,4,130.0,55.760089,http://www.cian.ru/rent/flat/150700934/,18.0,37.603675,6,,7,375000.0,375000.0,,6,Пресненский,Пушкинская,0,218.0,1
13456,1,0,1163.49146135,5,7,34.0,55.602108,http://www.cian.ru/rent/flat/151261644/,,37.62263,10,1,9,30000.0,30000.0,косметический,2,Чертаново Южное,Пражская,0,52.0,1
13457,1,0,1161.77397083,5,5,18.0,55.602342,http://www.cian.ru/rent/flat/151551714/,,37.736437,15,,9,29000.0,29000.0,косметический,1,Орехово-Борисово Южное,Зябликово,0,36.0,1
13458,1,0,549.097029573,6,15,84.0,55.684402,http://www.cian.ru/rent/flat/151076217/,10.0,37.578244,5,,17,125000.0,125000.0,,5,Академический,Академическая,0,140.0,1
13459,1,0,1179.64494968,6,1,32.0,55.599906,http://www.cian.ru/rent/flat/151620559/,,37.540838,12,,16,40000.0,40000.0,косметический,2,Ясенево,Новоясеневская,0,54.0,1
13460,1,1,424.972496877,4,4,31.0,55.70071,http://www.cian.ru/rent/flat/151392899/,,37.817672,7,,5,35000.0,35000.0,косметический,2,Выхино-Жулебино,Выхино,0,49.0,0
13461,1,1,17.4571053056,0,15,80.0,55.758073,http://www.cian.ru/rent/flat/150792593/,20.0,37.547144,10,,22,170000.0,170000.0,,3,Пресненский,Улица 1905 года,0,100.0,1
13462,0,1,363.157677256,4,1,18.0,55.708795,http://www.cian.ru/rent/flat/151517190/,,37.82308,,,9,28000.0,28000.0,косметический,1,Выхино-Жулебино,,0,32.0,
13463,1,1,667.95676349,6,6,46.0,55.668691,http://www.cian.ru/rent/flat/150887518/,10.0,37.53747,18,,22,65000.0,65000.0,косметический,3,Ломоносовский,Новые Черемушки,0,72.0,1
13464,1,1,219.677011715,7,19,38.0,55.783924,http://www.cian.ru/rent/flat/151152471/,14.0,37.461688,10,1,27,65000.0,65000.0,евроремонт,2,Хорошёво-Мнёвники,Полежаевская,0,77.0,0
13465,1,0,606.606638762,8,6,49.0,55.832808,http://www.cian.ru/rent/flat/151458766/,10.0,37.354977,10,1,17,55000.0,55000.0,евроремонт,3,Митино,Митино,0,75.0,1
13466,1,0,152.519823907,7,10,20.0,55.775363,http://www.cian.ru/rent/flat/151562291/,,37.492778,15,,12,35000.0,35000.0,косметический,1,Хорошёво-Мнёвники,Полежаевская,0,38.0,1
13467,1,0,936.938737654,1,12,20.0,55.873991,http://www.cian.ru/rent/flat/151415271/,10.0,37.515182,15,,17,26000.0,26000.0,евроремонт,1,Западное Дегунино,Петровско-Разумовская,0,37.0,0
13468,1,1,59.432357511,0,3,120.0,55.763457,http://www.cian.ru/rent/flat/150896781/,20.0,37.650585,9,1,5,,~ 273 745 руб,евроремонт,5,Басманный,Красные ворота,0,160.0,1
13469,1,1,612.053308868,7,5,53.0,55.833491,http://www.cian.ru/rent/flat/151587410/,,37.357824,15,1,9,55000.0,55000.0,евроремонт,3,Митино,Митино,0,80.0,1
13470,1,1,777.985639195,7,10,32.0,55.854234,http://www.cian.ru/rent/flat/150193347/,,37.416296,16,1,12,40000.0,40000.0,евроремонт,2,Северное Тушино,Сходненская,0,40.0,1
13471,1,0,862.861836031,6,8,,55.642718,http://www.cian.ru/rent/flat/151253379/,10.0,37.503396,15,1,17,40000.0,40000.0,,1,Коньково,Коньково,0,36.0,1
13472,1,1,440.422470885,3,2,25.0,55.811902,http://www.cian.ru/rent/flat/151175792/,,37.723259,10,,9,30000.0,30000.0,косметический,1,Богородское,Бульвар Рокоссовского,0,35.0,1
13473,0,1,129.444866901,8,7,36.0,55.772416,http://www.cian.ru/rent/flat/150910128/,10.0,37.4743,10,,24,43000.0,43000.0,,2,Хорошёво-Мнёвники,Полежаевская,0,58.0,0
13474,1,1,1404.33890887,9,8,18.0,55.569052,http://www.cian.ru/rent/flat/151541394/,13.0,37.47951,,,17,30000.0,30000.0,косметический,1,поселение Сосенское,,0,52.0,
13475,0,1,364.722980137,2,4,36.0,55.802335,http://www.cian.ru/rent/flat/151499243/,10.0,37.631676,11,1,8,65000.0,65000.0,евроремонт,2,Останкинский,Алексеевская,0,62.0,1
13476,1,1,610.721445398,8,4,90.0,55.833324,http://www.cian.ru/rent/flat/147597404/,18.0,37.359522,21,,4,90000.0,90000.0,евроремонт,3,Митино,Митино,0,110.0,1
13477,0,1,405.049397275,7,11,50.0,55.807435,http://www.cian.ru/rent/flat/148801239/,45.0,37.448662,9,,30,150000.0,150000.0,дизайнерский,2,Щукино,Щукинская,0,130.0,1
13478,1,0,429.08548052,8,9,18.0,55.810471,http://www.cian.ru/rent/flat/151569630/,10.0,37.398195,12,1,12,38000.0,38000.0,евроремонт,1,Строгино,Строгино,0,38.0,1
13479,1,0,633.834923391,8,3,17.0,55.836221,http://www.cian.ru/rent/flat/151406814/,,37.353001,15,,17,30000.0,30000.0,евроремонт,1,Митино,Митино,0,38.0,1
13480,1,0,1005.66338106,5,9,31.0,55.623514,http://www.cian.ru/rent/flat/150989748/,,37.74145,4,1,12,40000.0,40000.0,евроремонт,2,Зябликово,Шипиловская,0,54.0,1
13481,1,1,197.974476078,8,6,38.0,55.78116,http://www.cian.ru/rent/flat/151580644/,12.0,37.451411,5,,17,50000.0,50000.0,евроремонт,2,Хорошёво-Мнёвники,Октябрьское поле,0,80.0,0
13482,0,,653.665918362,6,1,18.0,55.670585,http://www.cian.ru/rent/flat/150908492/,,37.587057,15,,5,25000.0,25000.0,косметический,1,,Профсоюзная,0,30.0,1
13483,1,1,24.2950724567,0,3,,55.752708,http://www.cian.ru/rent/flat/151119620/,,37.645564,15,,8,165000.0,165000.0,дизайнерский,4,Таганский,Китай-город,0,95.0,1
13484,1,,94.5574581423,0,6,71.0,55.767955,http://www.cian.ru/rent/flat/149462012/,12.0,37.588745,8,,7,225000.0,225000.0,,2,,Маяковская,0,95.0,1
13485,1,1,952.545185383,2,2,20.0,55.875925,http://www.cian.ru/rent/flat/150495070/,,37.674148,15,1,16,28000.0,28000.0,косметический,1,Бабушкинский,Бабушкинская,0,40.0,1
13486,1,0,988.457086293,5,6,20.0,55.625836,http://www.cian.ru/rent/flat/151577823/,,37.727993,16,1,17,30000.0,30000.0,косметический,1,Орехово-Борисово Северное,Шипиловская,0,39.0,1
13487,1,1,690.132286739,1,6,25.0,55.843267,http://www.cian.ru/rent/flat/151568084/,,37.544117,18,,12,33000.0,33000.0,косметический,2,Коптево,Войковская,0,38.0,1
13488,1,1,398.433984422,6,2,30.0,55.704184,http://www.cian.ru/rent/flat/150629299/,10.0,37.565093,11,,9,70000.0,70000.0,евроремонт,2,Гагаринский,Воробьевы горы,0,54.0,1
13489,0,1,569.119495598,6,2,34.0,55.681762,http://www.cian.ru/rent/flat/149813200/,,37.592509,,,9,40000.0,40000.0,косметический,2,Котловка,,0,44.0,
13490,1,0,374.601041164,3,7,18.0,55.803585,http://www.cian.ru/rent/flat/151459297/,,37.812507,11,1,9,28500.0,28500.0,отсутствует,1,Северное Измайлово,Щелковская,0,34.0,1
13491,0,0,995.387552344,6,7,19.0,55.624901,http://www.cian.ru/rent/flat/151566972/,,37.506433,10,,9,27000.0,27000.0,косметический,1,Тёплый Стан,Теплый Стан,0,35.0,1
13492,0,1,648.445508501,8,4,39.0,55.838051,http://www.cian.ru/rent/flat/151455760/,12.0,37.39232,7,,18,43000.0,43000.0,,2,Митино,Волоколамская,0,56.0,1
13493,0,1,15.3307191539,3,4,19.6,55.7578,http://www.cian.ru/rent/flat/151541274/,8.2,37.804664,,,5,25000.0,25000.0,косметический,1,Перово,,0,34.0,
13494,1,0,925.121075175,5,11,30.0,55.634364,http://www.cian.ru/rent/flat/151580510/,9.5,37.769064,2,,17,40000.0,40000.0,косметический,2,Братеево,Алма-Атинская,0,45.0,1
13495,1,1,764.425628142,9,11,41.0,55.655869,http://www.cian.ru/rent/flat/150738014/,16.0,37.427381,10,1,16,44900.0,44900.0,дизайнерский,2,поселение Московский,Юго-Западная,0,86.0,0
13496,1,0,504.460249648,5,16,20.0,55.690278,http://www.cian.ru/rent/flat/151524097/,10.0,37.691899,15,,22,35000.0,35000.0,евроремонт,1,Нагатинский Затон,Коломенская,0,40.0,0
13497,1,0,861.689746516,6,4,32.0,55.642875,http://www.cian.ru/rent/flat/150095578/,,37.544432,14,,5,37000.0,37000.0,евроремонт,2,Коньково,Беляево,0,46.0,1
13498,0,0,1649.09926233,6,3,18.0,55.534938,http://www.cian.ru/rent/flat/151487514/,10.0,37.519521,6,,9,27000.0,27000.0,косметический,1,Южное Бутово,Бунинская аллея,0,41.0,1
13499,0,1,529.988822355,6,3,78.0,55.686919,http://www.cian.ru/rent/flat/151306106/,17.0,37.574525,2,1,8,95000.0,95000.0,дизайнерский,3,Академический,Академическая,0,110.0,1
13500,1,0,863.029709348,8,15,36.0,55.864818,http://www.cian.ru/rent/flat/151518847/,10.0,37.431154,10,,16,36000.0,36000.0,косметический,2,Северное Тушино,Планерная,0,63.0,1
13501,1,0,1986.11958435,10,10,18.0,55.487015,http://www.cian.ru/rent/flat/150854085/,10.0,37.297296,25,1,17,25000.0,25000.0,косметический,1,Троицк,Теплый Стан,0,40.0,0
13502,1,1,362.499175096,4,3,20.0,55.708881,http://www.cian.ru/rent/flat/151618720/,10.0,37.669432,15,,10,45000.0,45000.0,евроремонт,1,Южнопортовый,Автозаводская,0,45.0,1
13503,1,0,341.070698543,3,2,32.0,55.79934,http://www.cian.ru/rent/flat/150626526/,,37.69763,15,,12,38000.0,38000.0,косметический,2,Сокольники,Преображенская площадь,0,53.0,1
13504,1,1,321.800810966,4,5,34.0,55.714191,http://www.cian.ru/rent/flat/150483585/,12.0,37.670914,10,1,25,95000.0,95000.0,дизайнерский,2,Южнопортовый,Автозаводская,0,77.0,0
13505,1,1,192.705679746,4,5,28.0,55.730968,http://www.cian.ru/rent/flat/151148557/,,37.712946,10,1,5,30000.0,30000.0,косметический,2,Нижегородский,Марксистская,0,41.0,0
13506,1,0,728.237430237,8,18,71.0,55.848028,http://www.cian.ru/rent/flat/151344628/,11.0,37.361292,2,1,22,54000.0,54000.0,косметический,4,Митино,Митино,0,107.0,1
13507,0,,1155.83480982,6,3,18.0,55.603151,http://www.cian.ru/rent/flat/151354585/,6.5,37.512829,15,,9,28000.0,28000.0,косметический,1,,Ясенево,0,33.0,1
13508,1,1,744.903270662,6,2,19.0,55.658469,http://www.cian.ru/rent/flat/151621594/,,37.570492,15,,5,35000.0,35000.0,евроремонт,1,Черёмушки,Каховская,0,36.0,1
13509,0,1,54.8522898276,0,4,40.0,55.76287,http://www.cian.ru/rent/flat/151234067/,10.0,37.643668,6,,7,95000.0,95000.0,евроремонт,2,Басманный,Чистые пруды,0,55.0,1
13510,0,1,607.252526485,2,24,,55.832889,http://www.cian.ru/rent/flat/150862903/,,37.662228,2,,25,,~ 684 363 руб,дизайнерский,5,Ростокино,Улица Сергея Эйзенштейна,0,262.0,0
13511,1,0,161.311585314,3,9,32.0,55.735033,http://www.cian.ru/rent/flat/151267327/,,37.832306,12,1,16,36000.0,36000.0,косметический,2,Вешняки,Выхино,0,48.0,1
13512,1,,712.864251758,7,2,20.0,55.846108,http://www.cian.ru/rent/flat/151478963/,11.0,37.371982,9,1,25,38000.0,38000.0,евроремонт,1,,Митино,0,42.0,0
13513,0,1,195.510208077,7,30,103.0,55.780846,http://www.cian.ru/rent/flat/150701065/,14.0,37.449147,10,,48,249000.0,249000.0,дизайнерский,4,Хорошёво-Мнёвники,Полежаевская,0,167.0,0
13514,0,1,405.049397275,8,34,83.0,55.807435,http://www.cian.ru/rent/flat/149898057/,15.0,37.448662,11,,38,200000.0,200000.0,,4,Щукино,Щукинская,0,126.0,1
13515,0,1,239.566874173,1,1,40.0,55.786455,http://www.cian.ru/rent/flat/150934146/,10.0,37.560475,4,1,7,40000.0,40000.0,косметический,2,Беговой,Динамо,0,60.0,1
13516,0,0,1012.06839834,1,10,,55.883292,http://www.cian.ru/rent/flat/151355658/,11.0,37.486535,15,1,16,35000.0,35000.0,,2,Западное Дегунино,Речной вокзал,0,61.0,0
13517,1,0,982.873689104,6,6,44.0,55.626589,http://www.cian.ru/rent/flat/150402730/,,37.505597,16,1,12,50000.0,50000.0,косметический,3,Тёплый Стан,Теплый Стан,0,63.0,1
13518,1,0,840.353999684,2,1,43.0,55.861999,http://www.cian.ru/rent/flat/151488546/,,37.589069,12,,12,49999.0,49999.0,косметический,3,Отрадное,Отрадное,0,63.0,1
13519,1,0,973.823834612,5,3,20.0,55.627809,http://www.cian.ru/rent/flat/151240975/,,37.596884,8,,9,33000.0,33000.0,косметический,1,Чертаново Северное,Чертановская,0,40.0,1
13520,1,1,118.827018421,3,5,20.0,55.771059,http://www.cian.ru/rent/flat/151595958/,10.0,37.72829,15,1,6,35000.0,35000.0,косметический,1,Соколиная Гора,Семеновская,0,46.0,1
13521,1,1,231.521611284,3,7,19.0,55.725934,http://www.cian.ru/rent/flat/151298180/,10.0,37.814501,10,1,16,27000.0,27000.0,косметический,1,Вешняки,Выхино,0,35.0,1
13522,1,1,799.387824357,6,4,31.0,55.651206,http://www.cian.ru/rent/flat/151484133/,,37.587802,10,1,16,40000.0,40000.0,косметический,2,Зюзино,Севастопольская,0,52.0,1
13523,0,0,1048.12568785,5,7,38.0,55.617774,http://www.cian.ru/rent/flat/151345746/,,37.754179,10,,9,35000.0,35000.0,,2,Зябликово,Зябликово,0,44.0,1
13524,1,,870.796139819,2,3,32.0,55.865783,http://www.cian.ru/rent/flat/148942635/,,37.686626,22,1,5,30000.0,30000.0,косметический,3,,Бабушкинская,0,58.0,1
13525,1,0,763.930308997,6,11,45.0,55.655935,http://www.cian.ru/rent/flat/151605012/,11.0,37.587191,8,,16,60000.0,60000.0,евроремонт,3,Зюзино,Каховская,0,78.0,1
13526,1,1,106.50932478,0,3,100.0,55.769484,http://www.cian.ru/rent/flat/150909281/,15.0,37.639994,5,1,6,350000.0,350000.0,евроремонт,4,Красносельский,Чистые пруды,0,155.0,1
13527,1,0,729.126450431,7,14,22.5,55.848139,http://www.cian.ru/rent/flat/150583951/,8.5,37.367625,5,1,17,32000.0,32000.0,косметический,1,Митино,Митино,0,42.0,0
13528,1,0,432.719878403,4,2,32.0,55.699695,http://www.cian.ru/rent/flat/151410621/,,37.779979,15,1,5,30000.0,30000.0,косметический,2,Кузьминки,Кузьминки,0,46.0,1
13529,0,0,986.759266271,5,2,30.0,55.626065,http://www.cian.ru/rent/flat/151535160/,,37.608239,5,,9,40000.0,40000.0,евроремонт,2,Чертаново Северное,Южная,0,45.0,1
13530,1,1,1034.86827374,1,4,48.0,55.88611,http://www.cian.ru/rent/flat/151350659/,,37.558975,8,,12,35000.0,35000.0,косметический,2,Восточное Дегунино,Петровско-Разумовская,0,58.0,0
13531,1,,195.244609255,0,2,78.0,55.730639,http://www.cian.ru/rent/flat/148526698/,,37.610898,4,,8,140000.0,140000.0,,4,,Октябрьская,0,120.0,1
